,title,title_label,description,description_label
45, 트럼프  무역 전쟁  미국보다 캐나다 멕시코 큰 타격 ,1,도널드  트럼프  미 대통령이 캐나다  멕시코  중국을 상대로 시작한 무역 전쟁이 경제적 혼란을 일으킨 것과   는 그러나  트럼프 의 의도는 미국의 무역 적자를 줄이는 것이라며 무역 의존도가 낮은 미국이 받는 타격이  ,0
46, 트뤼도 주지사  보복 관세  그럼 우린 또 올려  재보복 위협한 트 ,1,도널드  트럼프  미국 대통령이  일 현지시간  쥐스탱 트뤼도 캐나다 총리의 관세 대응 인상 발표에 대해  보복 관세를 단행하면 그와 같은 금액의 상호관세를 즉각 부과하겠다 고 밝혔다   트럼프  대통령은 트뤼도  ,0
47, 오늘의 뉴욕증시 무버  관세전쟁에 인플레 우려한 유통주 폭락 베스트 ,0,  급등  일 현지시간  뉴욕증시에서는 도널드  트럼프  미국 대통령의 관세가 촉발한 관세 전쟁으로 소비자  코리 배리 베스트바이 최고경영자 는 실적 발표에서  트럼프  대통령이 부과한 멕시코에 대한   관세와  ,0
48,뉴욕증시   트럼프  관세 격화에 약세 다우   하락,0,뉴욕증시는 도널드  트럼프  미국 대통령이 캐나다 멕시코 중국에 고율의 관세를 부과하고 상대국이  또  트럼프  행정부를 세계무역기구 에 제소하는 방침도 공개했다  클라우디아 셰인바움 멕시코 대통령은  ,0
49,두산밥캣 북미 생산으로 업황 반등 수혜 기대  한화투자  목표주가 상향 ,1,배 연구원은  두산밥캣은  트럼프   기 행정부 시대에 주목할 만한 업체라고 판단한다 며  올해 경영계획도 환율 가정이  원인 점과 하반기 북미 회복 가능성을 고려하면 보수적 목표라고 보인다 고 분석했다  ,0
50, 뉴욕 브리핑   트럼프  관세전쟁 격화 뉴욕증시 동반 하락,1,막판 협상이 가능할 줄 알았던  트럼프 발 관세 전쟁이 본격화하는 모습에 간밤 뉴욕증시  대 지수는 일제히 하락했다   트럼프  행정부는  일 현지시간  캐나다 멕시코 중국의 수입품에 관세 부과를 발효했다  이에  ,0
51, 국방차관 후보  동북아 동맹국에 국방비 증액 요구,0,도널드  트럼프  미국 대통령은 지난달 이시바 시게루 일본 총리와의 정상회담에서  일본은  년까지 방위비를 내 첫 임기 때보다  배로 늘릴 것을 약속했다 고 지적했다  지난해 일본의 방위비 예산은  의   ,0
52,테슬라 전고점 대비   폭락  어디까지 떨어지나 종합 ,1,테슬라가 연일 급락하며  트럼프  당선 이후 상승분을 거의 반납한 것은 물론  전고점 대비   이상  캐나다는  트럼프 가 관세 폭탄을 터트리자 테슬라 전기차에   관세를 부과할 것이라고 천명했었다  악재투성이인  ,0
53,연준 윌리엄스  트럼프  관세 물가 영향  올 하반기 나타날 듯 ,1,권지언 특파원   도널드  트럼프  미국 대통령의 관세 정책이 인플레이션을 일정 수준 부추긴다고 존 윌리엄스  한다 면서  트럼프 의 관세 정책 여파가 올 하반기 정도에 나타날 것 같기 때문에 관세로 인한 물가 영향도  ,0
54, 미장브리핑    관세 부과에   보복 조치 단행 예고,0, 사진 이미지투데이   도널드  트럼프  미국 대통령 관세 부과로 인한 경제 우려가 커지면서 주식 폭락   트럼프  대통령은 캐나다와 멕시코에   관세를 부과한다고 발표  중국 상품에   추가 관세 부과   중국과  ,0
55, 뉴욕 금가격   트럼프  관세 어부지리 달러 약세 연일 반등,0,금괴 연합뉴스 자료사진  도널드  트럼프  대통령의 관세 강행 조치가  보복 관세 를 부르면서 안전자산   트럼프   기 행정부는 사전 예고된 대로 이날부터 캐나다와 멕시코에   보편관세를 부과하고 중국에   ,0
56,울산시  수출유관기관 대책 회의 개최,1,울산시가  트럼프   기 통상정책에 대응하기 위한 대책 마련에 나선다  시는  월  일 오전  시  분 시청 본관  층 중회의실에서  수출유관기관 대책 회의 를 개최한다고 전했다  이날 회의는  월부터 시행될 미국의 철강  ,0
57, 박정식의 국내 주식시황  관세전쟁 시작되며 인플레이션 및 경기침체  ,1,미국은  트럼프  대통령이 예고한 대로  월  일 오전  시부터 멕시코  캐나다  중국에 대한 관세를 발효했다  관세전쟁이 본격화되는 상황에  트럼프  대통령은 트루스 소셜을 통해 상호관세로 추가 보복관세를 부과할 수  ,0
58,에버코어 가 꼽은 무역전쟁 중 보유하기 좋은 주식은,0, 일 현지시간   에 따르면 에버코어는 저변동성 주식이 무역전쟁 징후가 본격적으로 나타난 지난달뿐만 아니라  트럼프   기였던 지난  년에도 더 나은 성과를 보였다고 설명했다  줄리안 에마누엘 시니어  ,0
59,   캐 멕 관세  가장 어리석은 세금 트럼프  고삐 풀린 관세맨 ,0,도널드  트럼프  미국 대통령이  일 현지시간 부터 예고대로 캐나다 멕시코에   전면 관세를  중국산   일 현지시간  월스트리트저널 은  트럼프  가장 어리석은 관세 추락 이라는 제목의 사설에서  그는 멕시코와  ,0
60,      우기홍 대한항공 대표이사 부회장,0, 년  월 방한한 도널드  트럼프  미국 대통령은 직접  기홍 우 를 찾으며  천재 사업가 라고 드러내놓고 칭찬하기도 했다  이는 대한항공이 보잉 항공기를  조 원 이상 구매한 것과 무관치 않다는 분석이 나왔다  ,0
61, 엔비디아 저평가 년 내 최저 수준 근접 ,1,그는  엔비디아의 신형    블랙웰  출시가 순조롭게 진행되지 않고 있지만  회사가 문제를 해결해 나가고 있다 며 가장 주목하는 위험 요소는 도널드  트럼프  대통령의 중국 수출 규제가 얼마나 강력하게 시행될지  ,0
62,  오늘 포항서  철강산업 위기극복  현장 간담회,1,국민의힘 권성동 원내대표를 비롯한 원내지도부는 이날 포스코 한국철강협회와 현장간담회를 열고  트럼프 발 관세 전쟁으로 인한 통상 분야의 불확실성 증가와 중국발 철강제품 과잉 공급에 따른 단가 하락 등 국내  ,0
63,농협사료  사료값 인상 요인에도 가격 인상  최대한 지연 ,0,여기에  트럼프  대통령의 상호 관세 부과 공식 발표로 환율마저  원대 수준에서 등락을 거듭하면서 사료가격 안정을 위협하는 요인이 되고 있다  이처럼 원료곡 상승에 환율 인상 분까지 감안할 경우 사료용 원료곡의  ,0
64,관세전쟁에 뉴욕증시 이틀째 하락 다우   하락,0,미국  트럼프  행정부가  일 현지시간 부터 멕시코 캐나다 중국 수입품에 신규 관세 부과를 발효한데 대해   트럼프  행정부는 미 현지시간 오전  시  분을 기해 멕시코 캐나다 중국 등  개국 수입품에 대한 신규  ,0
65,미증시 급락에도 지수 선물은 일제 상승  나스닥  ,0,전일에도 미국증시는  트럼프 가 관세 부과를 강행하겠다고 밝히자 나스닥이   급락하는 등 일제히 급락했었다  미국 증시가 이틀 연속 급락하자 저가 매수가 유입됨에 따라 지수 선물이 일제히 상승하고 있는  ,0
66,전북자치도   트럼프  통상정책에 맞춤형 선제 대응,0,맞춤형 컨설팅을 제공하고  필요시 중앙정부와 협력해 추가 지원책을 마련할 예정이다 전북자치도는 지난  월 미국 통상정책 변화에 대응하기 위해  개 실국과 도내  개 유관기관이 참여하는  트럼프   기 통상정책  ,0
67, 더벨   반도체 부품  승부수  이노텍  반도체협회 부회장 ,0, 이노텍으로선 반도체 부품업종을 새 성장동력을 삼은 데다  트럼프  발  통상리스크에 대응하는  현재 글로벌 시장은  트럼프  미국 대통령 발 보호무역주의와 관세정책으로 인해 불확실성이 대두된 상황이다  특히  ,0
68,뉴욕증시     트럼프  관세전쟁 격화에  대 지수 하락,0,미국 도널드  트럼프  행정부가  일 현지시간  멕시코 캐나다 중국 등  개국산 수입품에 신규 관세 부과를  뉴욕증시  대 지수는 전날  트럼프  대통령의 관세 강행 예고 여파로 하락 마감한 데 이어 이날 캐나다와  ,0
69, 환율전망   약달러 압력 확대 속   전인대 내용 주목 ,0,장관이  트럼프 가 당장 내일 캐내다  멕시코 관세를 일부 감면하는 정책을 발표할 수 있다고 발언하며 위험자산 투심 진화에 나섰다 고 분석했다  이어  중국 주미대사가  트럼프  관세에 공격적으로 대응하지 않겠다는  ,0
70,국제유가  거래일 연속 하락  산유국 증산 관세 전쟁 속 수요 위축 우려 ,0,미국 도널드  트럼프  행정부의 관세 부과 정책으로 경기 침체 우려가 커진 점도 유가 하락 요인으로 작용한  김 연구원은  트럼프  행정부가 멕시코와 캐나다 대상   관세 부과 정책을 시행하면서 경기 우려가  ,0
71,미 상무장관  중간서 만날 듯 캐 멕 관세 경감 가능성 시사,0,하워드 러트닉 상무장관은 현지시간  일 폭스뉴스 인터뷰에서  트럼프  대통령이 캐나다와 멕시코에 구제  지점 에서 만나게 될 수도 있다며 관세 경감 가능성을 시사했습니다  정래원 기자  캐나다  멕시코  트럼프 관세,0
72,레딧 공동 창업자  틱톡 사업권 인수전 참여 선언,1, 트럼프  대통령은 지난  월 마이크로 소프트가 틱톡 인수 협상을 진행 중이라고 언급했습니다  틱톡은 이른바  틱톡 금지법  시행을 목전에 둔  월  일 미국에서 서비스를 중단했다가  트럼프  대통령이 금지 조치 시행을  ,0
73, 상무  트럼프  내일 캐나다 멕시코 관세 타협안 발표 ,0,본 기사는 인포맥스 금융정보 단말기에서  시  분에 서비스된 기사입니다 ,0
74, 트럼프  관세 부과 멕시코산 투싼    최대  만 원 인상   개 차종 타 ,0,도널드  트럼프  대통령이  일 현지 시간 부터 캐나다와 멕시코  중국산 자동차에 관세부과를 시작했다  분석기관들은  트럼프  관세로 인해 미국 자동차산업의 비용이 연간  조 원 증가하고 신차 판매가   감소할  ,0
75,철강업계 칼바람 현대제철  포항공장 희망퇴직 실시,1,글로벌 경기 둔화와  트럼프   기 관세 부과까지 겹쳐 철강 업계가 침체에 빠진 가운데 국내  위 철강사인  현대제철이 국내 건설 경기 침체  중국발 과잉 공급과 단가 하락   트럼프   기 관세 부과 등 복합적인 위기를  ,0
76, 트럼프 발 관세전쟁 본격화 조 규모 국고채  년물 입찰도 채권브리 ,0,단기물은 미 연방준비제도 연준 의 금리 인하 기대감과  트럼프  행정부 관세정책 불확실성 등을  도널드  트럼프  미국 대통령   사진    간밤 미국채  년물 금리는 전거래일 대비  포인트  오른  에  ,0
77, 트럼프  주최 암호화폐 서밋 세일러 황 등 업계 거물 총출동,1, 일 현지시간  암호화폐 전문매체 코인게이프에 따르면  도널드  트럼프    미국 대통령이  코인게이프에 따르면   트럼프  행정부는 친  암호화폐 정책을 추진하고 있으며  규제 명확성을  ,0
78, 더벨 헤드 릴레이 인터뷰 고객동맹 핵심  수익률  영업 키워드  분 ,0,지난해부터 이어지고 있는 탄핵 정국이 수개월 동안 이어지고 있는데다 미국발  트럼프  대통령 리스크까지 겹쳤다  리스크 해소가 화두가 되고 있는 셈이다  그런 측면에서 미래에셋증권이 경쟁력에 눈길이 향한다  ,0
79,부산대 경희대 연구팀   한국  핵무기 만들어야 한다 ,1,변화시키고   트럼프 는 이 상황을 악화시킨다  한국이 미국의 핵우산에만 의존하는 것은 위험하다 고  논문에 따르면 북한 핵  은 미국 확장 억제력 신뢰성을 감소시키고   트럼프  등장으로 악화되고 있다  미국은 북핵  ,0
80,미국 유통업체 관세 탓 가격 인상 불가피,0,뉴욕시의 베스트바이 매장 사진 로이터 연합  미국의 대형 유통업체들이 도널드  트럼프  행정부가 촉발한  그러면서  트럼프  관세  여파로 조만간 상품 가격 인상이 불가피할 것으로 예상된다고 경고했다  브라이언  ,0
81,   일본에 대한 투자 계획도 예정대로 진행 ,0,도널드  트럼프  미국 대통령과 웨이저자   회장 겸 최고경영자 는  일 현지시간  백악관에서 향후  년간  억달러를 투자해  개의 반도체 공장을 건설할 계획이라고 밝혔다  현재 미국 애리조나주에서 진행  ,0
82, 관세전쟁 에 미 유럽증시 하락  불안지수 올들어 최고,1,도널드  트럼프  미국 대통령의  관세 전쟁  확대에 따른 경제 악영향 우려로  일 현지시각  뉴욕 증시   트럼프  행정부는 미국 동부시각으로  일 오전  시  분을 기해 멕시코 캐나다 중국산 수입품에 대한  ,0
83, 굿모닝  글로벌 뉴욕증시  관세전쟁으로 인한 인플레이션 및 경기침체 ,1,뉴욕증시는 도널드  트럼프  대통령의 관세 정책이 예정대로 발효됐고  상대국들의 보복 조치가 이어지는 등 글로벌 관세 전쟁이 격화되고 있으며   트럼프  대통령이 상호관세 카드로 보복관세를 시사하며  대 지수  ,0
84,   트럼프  관세 다음은 환율로 국제통상 압박 외환 극심한 변동성  ,0,미국  트럼프  대통령의 관세 다음 협상 카드는 환율이 될 수 있다는 전망이 나왔다  관세리스크가 현실화하면서 미국채 금리 급락 등 안전자산 선호는 강화했지만  달러화는 급락하고 있다   일  증권은  트럼프  대통령이  ,0
85,캐나다 총리  트럼프  경제 망가뜨려 병합할 생각 물러서지 않아 ,0,  쥐스탱 트뤼도 캐나다 총리 쥐스탱 트뤼도 캐나다 총리는  일 현지시간  자국을 향한 도널드  트럼프  미국  트뤼도 총리는 이날 캐나다 오타와 의회에서 기자회견을 열고  트럼프  행정부의 관세에 대해  어떠한 정당한  ,0
86,뉴욕 연은 총재  트럼프  관세로 인해 조만간 물가 상승할 것 ,1,존 윌리엄스 뉴욕 연방준비은행 연은  총재가 도널드  트럼프  미국 대통령의 관세로 인해 조만간 물가가 상승할 것이라고 전망했다  지난  일 이하 현지시각  로이터통신에 따르면 윌리엄스 총재는 이날 블룸버그 인베스트  ,0
87, 국방차관 후보  동북아 국방비 증액 요구     대만  ,0,그러나 도널드  트럼프  대통령은 지난달 이시바 시게루 일본 총리와의 정상회담에서  일본은 내 첫 임기 때보다  년까지 방위비를  배로 늘리기로 약속했다 고 밝혔다  지난해  의   수준이었던 일본의 방위비  ,0
