,title,description,title_label,description_label
21,  국방차관 후보  한국 정치상황에 공개 우려 입장,미국  트럼프   기 행정부의 국방정책을 설계할 엘브리지 콜비 미국 국방부 정책 담당 차관 지명자가  일 현지  도널드  트럼프  대통령의 비전에는 한국과 같이 유능하고 의욕적인 동맹국에 힘을 실어주는 것이 포함된다 고  ,0,1
22,예수회난민봉사기구  지원 중단에 활동 위축 우려,라이언 대표는  미국이 해외 원조 사업에 믿을 수 없을 정도로 큰 지원을 해 오다 도널드  트럼프  대통령 취임 이후 갑작스레 지원을 중단해 그리스도교 박해와 난민 발생의 중요한 원인이 되고 있다 고  ,0,1
23, 보스레이디 로 변신한 멜라니아 슈트 빼입고 성큼 돌진,도널드  트럼프  미국 대통령의 재집권과 함께 백악관에 복귀한 배우자 멜라니아  트럼프  여사의 갑작스러운 스타일 변화가 눈길을 끌고 있다  멜라니아  트럼프  미국 영부인이  일 베이지색 정장 차림으로 미국 워싱턴   ,0,1
24,미 상무  중간서 만날 수도 일 캐 멕 관세 경감 가능성 시사,그는  트럼프  대통령은 매우 공정하고 합리적 이라며  그래서 저는 그가 그들 멕시코 캐나다 과 함께 뭔가를 해결할 것이라고 생각한다 고 했습니다  이어  그것은  관세 부과  유예가 아니며  트럼프  대통령은 방법을  ,0,1
25,여 지도부  철강산업 현장간담회 경주   현장 점검,국민의힘은  트럼프   기 행정부 출범 등 급변하는 국제정세 속에서 국내 철강산업이 당면하고 있는 과제를 논의하고자 포스코 포항제철소를 방문합니다  권성동 원내대표를 비롯한 원내지도부는 오늘 포스코  ,0,1
26, 트럼프  암호화폐 비축 계획  업계 대립 초래,도널드  트럼프    미국 대통령이 지난 주말 국가 암호화폐 준비금 계획에 비트코인 뿐  이 소식에 암호화폐 시장 매도세는 잠시 주춤했으나 다시 하락했으며 업계 리더들은  트럼프 의 다자산 계획에  ,1,0
27, 로부터 안보 독립 꾀하는 유럽 재무장에  조 쓴다,도널드  트럼프  미국 대통령이 서구 동맹이 아닌 러시아와 밀착하면서 유럽의 안보 위기가 고조되고  월스트리트저널 은  이 계획은 유럽 지도자들이  트럼프 의 요구에 패닉에 빠져 있는 순간에 중요한 정책 변화를  ,0,1
28, 글로벌칼럼  프란치스코 교황의 입원이 불러온 예상치 못한 영향,미국교회가  트럼프  행정부의 정책  특히 이민자와 난민 정책에 저항할 것을 공개적으로 촉구했다  또한 교황은 미국의   밴스 부통령이 국수주의적 정책을 정당화하기 위해 가톨릭 신학을 사용하는 것을 거부했다   트럼프  ,0,0
29,  다음 타자는 헤데라 나스닥   에 핵심 서류 제출,  같은 기업들로 구성된 이사회가 관리하며  의사 결정과 토큰 배포를 담당한다  도널드  트럼프  대통령의 재선 이후  미국에서는 비트코인과 이더리움을 넘어 다양한 토큰 기반의 암호화폐   신청이 쇄도하고 있다 ,1,1
30, 뉴욕증시  관세전쟁 격화 양상에 일제히 하락 테슬라  ,도널드  트럼프  미국 대통령이 멕시코 캐나다 중국 수입품에 신규 관세 부과를 발효한 첫날인  일   트럼프 의 고율 관세 발효를 불확실성 제거로 받아들여 장 중 저가 매수세가 활발히 유입됐으나 장 마감을  여분  ,0,0
31,  멕    관세 경감 가능성 이르면  일 발표,이어  그래서 그 도널드  트럼프  미국 대통령 가 그들 멕시코 캐나다 과 함께 뭔가 만들어낼 수 있다고 생각한다 며  그것은  관세 부과  유예가 아니지만 그 트럼프  대통령 는 방법을 찾아낼 것 이라고 덧붙였다  ,0,1
32, 트럼프  관세    토요타보다 현대 기아 사정 낫지만  우리도 풍전등 ,도널드  트럼프  미국 대통령은  일 현지시간 부터 시행하기로 예고한 중국  멕시코  캐나다산 수입품에 대한  이에따라 현대와 기아는  트럼프 의 관세정책으로 인해 오히려 수혜를 볼 수 있다는 관측도 나오고 있다  주요  ,1,1
33,  암호화폐 준비금보다 관세 공포 컸다 비트코인 부진 계속,도널드  트럼프  미국 대통령의 암호화폐 준비금 발표 이후 급등했으나  뒤이은 관세 우려로 매도가 발생하면서  만 달러 수준을 회복하지 못했다   일 현지시간  경제매체  에 따르면  트럼프  대통령의 관세 시행 발표  ,0,0
34,박용진  비명횡사 악연  민주당 승리라는 대의명분 우선   나는정치인이 ,  박용진   트럼프  시대잖아요  불안해 죽겠어요    앵 커   트럼프   기   기 때도 참 저희가 고전을 면치 못했는데 힘들었고 근데  기 때는 지금 정부 국가 상황 때문에 준비가 안 되고 있는 상황이라서 더 많이 걱정이 되고  ,0,1
35,아랍연맹  자체 가자 재건 계획  채택   트럼프  구상에 반발,아랍 국가들이  팔레스타인 가자지구를 미국이 점령 소유해 개발하겠다 는 도널드  트럼프  행정부 구상에 맞서 자체 재건 계획을 채택했다  아랍 국가가 참여하는 위원회가 가자지구를 관리하다가 요르단강  ,0,0
36,로이터  트럼프  오늘 연설서 우크라와 광물협정 발표 베센트  재무 ,   트럼프  대통령과 회담하는 젤렌스키 대통령  사진 연합뉴스  지난달  일 백악관에서 열린 정상회담이  보도에 따르면 다수의 소식통은  트럼프  대통령이 이날 오후  시  분 한국시간  일 오전  시  분  상 하원  ,1,0
37, 트럼프 발 관세 전쟁이   전기차 시장에 미치는 영향,미국 워싱턴주 공용 전기차 충전소  사진  로이터 통신  도널드  트럼프  행정부가 촉발한 관세전쟁이 자동차  이 같은  트럼프  행정부의 움직임에 미국 외 다른 나라의 입장은 어떨까  매체에 따르면 캐나다는 필요하다면  ,0,0
38, 투자   무역전쟁 우려는 과도 딥시크 덕   확산 ,미국  트럼프  행정부의 관세 정책과 관련해  미중 무역전쟁이 커질 것이란 관측은 과도하다 고 평가했다  김병연 강승원 권아민  투자증권 연구원은 이날 미국의 정치 경제 전망 보고서에서  트럼프  대통령이 원하는  ,0,1
39,비트코인  폭락 끝났나    상승이 가리키는 강세장 신호 , 일 현지시간  암호화폐 전문매체 코인텔레그래프에 따르면  도널드  트럼프    미국 대통령 취임  급락했다가   트럼프 의  암호화폐 준비금  계획 발표 후  달러까지 반등했지만  하루 만에 다시  ,0,1
40, 트럼프  이민자 추방 계획  미국 육가공 산업에 타격 줄까,도널드  트럼프  대통령의 이민자 추방 계획이 미국 육가공 산업에 큰 타격을 줄 가능성이 제기되고 있다  블룸버그통신은  일 현지시간   트럼프  대통령의 정책 변화로 미국 전역의 육가공 공장에서 일하는 노동자들의 법적  ,1,1
41, 뉴욕마켓워치   트럼프  관세 충격에 주가 달러 하락 지속 국채 혼조,도널드  트럼프  미국 대통령이 캐나다와 멕시코  중국의 모든 수입품에 부과하는 고율 관세가 이날부터 발효된 가운데 대상국들이 보복에 나서면서 관세 전쟁이 악화할 것이라는 우려가 시장을 짓눌렀다   트럼프 의  ,1,1
42,로이터  우크라 광물협상 타결 일  트럼프  의회 연설 때 발표 ,로이터통신은 이날  트럼프  행정부 소식통들을 인용해 이같이 전하면서 특히 도널드  트럼프  대통령은 이날 오후  시 분 한국시간  일 오전  시  분  시작하는 상 하원 합동회의 연설 때 협정 합의를 발표하길 희망한다는  ,1,0
43,미 상무부 장관  중간서 만날 수도 일 캐나다 멕시코 관세 경감 가능 ,도널드  트럼프  미국 대통령이 자유 무역협정을 맺고 있는 캐나다와 멕시코에  의 관세를 부과한 가운데  그는  트럼프  대통령은 매우 공정하고 합리적 이라면서  그래서 저는 그가 그들 멕시코 캐나다 과 함께 뭔가  ,1,1
44, 아주증시포커스  하루  시간 주식 거래 넥스트레이드 출범 첫날  ,간밤 뉴욕장 마감 후 루트닉 미국 상무부 장관이  트럼프 가 당장 내일 캐내다  멕시코 관세를 일부 감면하는 정책을 발표할 수 있다고 발언  중국 주미대사가  트럼프  관세에 공격적으로 대응하지 않겠다는 입장을  ,0,0
45,트뤼도  총리  조 규모 미국산 수입품에 보복관세 즉각 발효 ,쥐스탱 트뤼도 캐나다 총리는 도널드  트럼프  미국 대통령의   관세 부과를  어리석은 짓 이라고 비판하며  트뤼도 총리는  일 현지시간  캐나다 오타와 의회에서 기자회견을 열고  트럼프  행정부의 관세에 대해  어떠한  ,0,0
46,안도걸  쿼드러플 경기 추락 추경 편성 필요 ,또  글로벌 기술 패권 경쟁과 공급망 재편이 가속화되는 가운데  트럼프  행정부의 관세 부과로 우리 주력 산업과 수출기업의 경쟁력이 위협받고 있다 며  특히   기술 산업 선점을 위한 전쟁에서 뒤처지지 않도록   ,0,1
47,정부 지출 증가에 유로화 올들어 최고치 증시는 급락,도널드  트럼프  미국 대통령이 전날 캐나다와 멕시코에 관세 부과를 확정하면서  와 통상갈등도 가시화하고 있으나 유로화 강세에 영향을 미치지는 못했다  유로화는 지난해  월  트럼프  대통령 당선 이후  ,1,0
48, 중국이 한국 정치 개입  믿을수록 반민주적  시사 한국리서치 공 ,역설적으로  월 일은  트럼프  재집권의 토대가 되었다  종교의 신실함을 증명하는 믿음과 같이  공화당 지지자와 정치인들 사이에서  월 일에 대한 평가가  트럼프  대통령에 대한 지지의 시험대로 자리 잡았다  그리고  ,1,1
49, 상무  중간서 만날 수도 일  멕 관세 경감 가능성 시사,도널드  트럼프  미국 대통령이 자유 무역협정을 맺고 있는 캐나다와 멕시코에  의 관세를 부과한 가운데  그는  트럼프  대통령은 매우 공정하고 합리적 이라면서  그래서 저는 그가 그들 멕시코 캐나다 과 함께 뭔가  ,0,1
50, 초점  기로에 선   달러  약세 전망  솔솔 엔화 주목해야,미국 달러화는 도널드  트럼프 의 미국 대선 승리 가능성이 점쳐지자 지난해  월부터 줄곧 상승했고  트럼프 의 대통령 당선 이후 더욱 기세를 올리며 지난해  분기에만   급등했다   트럼프  대통령이 당선인 시절부터 주요  ,0,0
51, 부통령  우크라 파병 추진 유럽국에  어중이떠중이  지칭 논란, 영국판  트럼프 로 불리는 나이절 패라지 영국개혁당 대표도  밴스는  틀렸다  틀렸다  틀렸다 면서 영국은 아프가니스탄에서  년 동안  미국의 편 에 섰다고 강조했다  프랑스군 대령 출신인 미셸 고야도 엑스 옛  ,0,0
52,벨라루스 대통령  암호화폐 채굴 개발 지시 전력 남아돈다 ,루카셴코 대통령은 미국이  트럼프  대통령 당선 이후 암호화폐 중심지가 되겠다는 의지를 보인 데서 영감을 받아  비트코인과 이더리움 등으로 국가 암호화폐 보유고를 만들 계획을 세웠다  그는  세계가 가고 있는 길을  ,0,0
53, 트럼프  관세 직격탄 암호화폐 파생상품 하루 만  억달러 청산, 사진  셔터스톡  도널드  트럼프  대통령의   관세 부과 조치로 인해 하루 동안  억달러 이상의 암호화폐 파생상품 포지션이 청산됐다   일 현지시간  블록체인 매체 코인텔레그래프에 따르면  트럼프  대통령은  ,0,0
54, 우크라 광물협정 임박 보도 나왔지만  재무  지금은 아냐 종합 ,베센트 재무장관  현재로선 테이블 위에 올라와 있지 않다  로이터  트럼프   일 의회 연설 때 광물협정 합의  일부 언론에서  트럼프  행정부 인사들을 인용해 발표가 임박한 것으로 보도했지만 주무 장관은 시기상조라는  ,0,0
55,윤석열 최후의 변명 팩트체크  쿠데타의 재구성 , 미국  트럼프  대통령은  취임 첫날 국가비상사태를 선포하고 군을 투입했다  불법체류자와 마약 카르텔  국가비상사태가 아니라고 단언할 수 있는가    거짓 도널드  트럼프  미국 대통령이 발효했다는  ,1,0
56,울산시   트럼프   기 통상정책 대응  유관기관 대책회의  개최,울산시가  트럼프   기 통상정책에 대응하기 위한 대책마련에 나선다  울산시는  일 시청 본관 중회의실에서  수출 유관기관 대책 회의 를 개최한다고 밝혔다  이날 회의는  월부터 시행될 미국의 철강 알루미늄   관세 부과  ,0,0
57, 테슬라 전기차 안 사 주가 또   급락   트럼프  상승분 대부분 반납,테슬라 주가가  일 현지시간  또   이상 급락하며 지난해 대선 이후 상승분을 거의 반납했다  테슬라 주가는 이날   하락한  달러로 마감했다  이는 지난해  월 일 대선 당일 종가인  달러 이후 최저가이다  ,0,0
58,리플 등 가상화폐  오는  일  트럼프  가상화폐 회의에 운명 달려, 트럼프  가상화폐 준비금 발표로 한 차례 폭풍이 지나간 가운데 오는  일 백악관에서 개최 예정인 가상화폐 관련 수장 회의는 사장의 운명을 가를 중요한 계기가 될 것이라는 전망이다  이번 주 금요일 백악관에서  트럼프 가  ,0,0
59, 젤렌스키는 영웅   트럼프 는 빵점 , 일 현지 시간  미 캘리포니아주 샌프란시스코 시청 밖에서 시위대가 손팻말을 들고 반 트럼프  시위를 벌이고 있다   ,0,0
60,이번엔  보스 레이디 멜라니아   트럼프   기와 다른 패션,도널드  트럼프  미국 대통령의 아내 멜라니아 여사의 스타일 변화에 이목이 쏠리고 있다  멜라니아 여사는   트럼프  대통령 재집권 후 첫 단독 행보다  이날 멜라니아 여사는 베이지색 정장에 검은색 넥타이를 착용해  ,1,1
61, 출근길 뉴스프레소  상무  관세 철회 할수도   트럼프  일보 후퇴    직격 ,미국의   관세 부과 소식에 캐나다 총리도  의 관세 부과   트럼프   캐나다   에 보복시 상호관세 즉각      달러 인덱스   선 진입  작년  월  일 이후 처음    트럼프   캐나다   에 보복시 상호관세 즉각 대응  ,0,1
62,  주식 이어   사들인 투자자들  상품 경쟁 가속,미국  트럼프  행정부의 관세 전쟁과 인플레이션 우려로 글로벌 금융시장 불확실성이 확대되면서  운용업계 관계자는  괴리율은 줄었지만  트럼프 발 관세 이슈 등으로 대외적인 불확실성이 큰 데다가 각국의  ,0,0
63,뉴욕 연은 총재  관세 물가 영향 연내 나타날 것 ,존 윌리엄스 미국 뉴욕 연방준비은행 연은  총재가 도널드  트럼프  미 행정부의 관세 정책에 따른 물가 영향이 연내 나타날 것으로 전망했다  윌리엄스 총재는  일 현지시간  미국 뉴욕에서 열린 블룸버그 인베스트  ,0,0
64,공포탐욕지수  극단적 공포  수준  하나증권  텔레콤     한국전력 ,도널드  트럼프  미국 대통령이 관세 전쟁에 다시 힘을 싣고 있다는 점도 경기방어주 매력을 부각하는 요인으로 꼽혔다  미국 증권시장에서도 필립모리스  존슨앤드존슨    등 경기방어주로 투자 수요가 쏠리는  ,0,0
65,아랍국가들  자체 팔레스타인 재건 계획 채택 팔레스타인인 자신들 ,가자 주민 강제 이주와 부동산 개발 등 도널드  트럼프  미국 대통령이 제시한 가자지구 재건 계획에 대해 아랍   트럼프  대통령의 가자 주민을 이주시키고 가자지구를 중동의 리비에라 휴양지 로 만들겠다는 구상에  ,1,1
66, 국방차관 후보   전작권 이전에  의욕적인 동맹국  역할 강화 지지 ,워싱턴  연합뉴스 도널드  트럼프  미국 행정부에서 미 국방정책을 설계할 엘브리지 콜비 미국 국방부 정책 담당 차관 지명자는  일 현지 시간  전시작전통제권 전작권  이전 문제와 관련해  트럼프  대통령의 외교정책  ,0,0
67,사운드웨이브 부사장 최원준     내가 사는 세상을 사실에 가깝게 보는 ,후보 시절   트럼프 와 해리스의 노출량을 비교해 봤어요  유튜브에서  트럼프 의 노출량이 해리스보다 열 배 많았습니다   트럼프 는 시시콜콜한 콘텐츠를 자기 채널에 수시로 올려요   트럼프 는 노출 빈도가 높으니 친숙한  ,1,0
68, 트럼프   파나마 운하  항구 운영권 찾아왔다,미 자산운용사 블랙록 투자그룹이 인수 홍콩기업  허치슨  조원에 매각   트럼프  압박에 백기 미국의  이번 거래를 통해 중국으로부터 파나마 운하 운영권을 되찾겠다며 압박을 지속해 온  트럼프  행정부가 운하  ,1,1
69, 오늘의 투자전략  국내 증시  미국과 멕시코 캐나다 관세 협상 가능성 ,도널드  트럼프  미국 대통령 발 관세 불안에도 멕시코  캐나다와의 협상 가능성 등으로 인해 상승 출발할 것으로 전망했다  한지영 키움증권 연구원은  전일 국내 증시는 연휴 기간 중  트럼프 의 관세 부과 공식화    동반  ,1,1
70,  상무장관   트럼프  멕시코 캐나다와 무역협상 타결 내일 발표할수 ,미국의 도널드  트럼프  대통령이 최대 무역상대국인 캐나다 멕시코와의 관세전쟁을 협상으로 마무리할 것으로 보인다   방송 등에 따르면 미국의 하워드 러트닉 상무장관은  일 현지시간  폭스뉴스와 인터뷰에서  트럼프  ,1,0
71, 글로벌 마켓 리포트  월  일 , 일 현지시간  미국 뉴욕증시 주요 지수는 도널드  트럼프  미국 대통령이 선포한 관세 전쟁이   트럼프  대통령은 이날부터 캐나다와 멕시코에 대한  의 관세 부과를 전격 단행했다  중국산 수입품에 대해서는  ,0,0
72, 안성진의 본투비 지구과학 이야기  그린란드와 지구과학,도널드  트럼프  미국 대통령이 그린란드를 차지하기 위해 강한 의지를 드러내고 있기 때문이다  지구 온난화로 인해 북극해의 빙하가 녹으면서 북극 항로의 개척 가능성이 높아진 현 상황에서 그린란드는 북극 지역의  ,1,1
73,  파운드리 장악력 높이는   수세 몰리는 삼성전자,도널드  트럼프  미국 대통령 오른쪽 과 웨이저자    출처  연합뉴스 자료사진   일  에 따르면  는  전날 백악관에서 이런 계획을 발표한 웨이저자   최고경영자  옆에는 도널드  트럼프  미국 대통령과  ,1,1
74,대통령도 나섰는데   투어 커미셔너  와 통합 쉽지 않다 ,도널드  트럼프  미국 대통령이 팔을 걷어붙이고 나서면서 급물살을 탈 것 같았던 미국프로골프  투어와   트럼프  대통령의 개입으로 타결이 임박한 것처럼 보였던   투어와   골프 통합 협상이 이른 시일 안에  ,0,0
75, 트럼프  무역 전쟁  미국보다 캐나다 멕시코 큰 타격 ,도널드  트럼프  미 대통령이 캐나다  멕시코  중국을 상대로 시작한 무역 전쟁이 경제적 혼란을 일으킨 것과   는 그러나  트럼프 의 의도는 미국의 무역 적자를 줄이는 것이라며 무역 의존도가 낮은 미국이 받는 타격이  ,1,0
76,관세부과 첫날부터 보복선언 추가위협 트럼프  무역전쟁 본격화,도널드  트럼프  미국 대통령이 불붙인 관세전쟁이 캐나다와 멕시코에 대한 관세 부과 당일인  일 현지시간   트럼프  대통령은 이날 소셜미디어 트루스소셜에 올린 글을 통해  캐나다의  쥐스탱  트뤼도 주지사에게 설명  ,0,1
77, 트뤼도 주지사  보복 관세  그럼 우린 또 올려  재보복 위협한 트 ,도널드  트럼프  미국 대통령이  일 현지시간  쥐스탱 트뤼도 캐나다 총리의 관세 대응 인상 발표에 대해  보복 관세를 단행하면 그와 같은 금액의 상호관세를 즉각 부과하겠다 고 밝혔다   트럼프  대통령은 트뤼도  ,1,0
78, 오늘의 뉴욕증시 무버  관세전쟁에 인플레 우려한 유통주 폭락 베스트 ,  급등  일 현지시간  뉴욕증시에서는 도널드  트럼프  미국 대통령의 관세가 촉발한 관세 전쟁으로 소비자  코리 배리 베스트바이 최고경영자 는 실적 발표에서  트럼프  대통령이 부과한 멕시코에 대한   관세와  ,0,0
79,뉴욕증시   트럼프  관세 격화에 약세 다우   하락,뉴욕증시는 도널드  트럼프  미국 대통령이 캐나다 멕시코 중국에 고율의 관세를 부과하고 상대국이  또  트럼프  행정부를 세계무역기구 에 제소하는 방침도 공개했다  클라우디아 셰인바움 멕시코 대통령은  ,0,0
80,두산밥캣 북미 생산으로 업황 반등 수혜 기대  한화투자  목표주가 상향 ,배 연구원은  두산밥캣은  트럼프   기 행정부 시대에 주목할 만한 업체라고 판단한다 며  올해 경영계획도 환율 가정이  원인 점과 하반기 북미 회복 가능성을 고려하면 보수적 목표라고 보인다 고 분석했다  ,1,0
81, 뉴욕 브리핑   트럼프  관세전쟁 격화 뉴욕증시 동반 하락,막판 협상이 가능할 줄 알았던  트럼프 발 관세 전쟁이 본격화하는 모습에 간밤 뉴욕증시  대 지수는 일제히 하락했다   트럼프  행정부는  일 현지시간  캐나다 멕시코 중국의 수입품에 관세 부과를 발효했다  이에  ,1,0
82,미국이 군사 지원 중단하자 젤렌스키가 제안한 것은,젤렌스키 대통령은 또 도널드  트럼프  대통령에 대해서도 언급했다  그는  우리 가운데 누구도 끝없는 전쟁을 원하지 않는다 며  우리는  트럼프  대통령의 강력한 리더십 아래에서 지속적인 평화를 이루기 위해 노력할  ,0,1
83, 국방차관 후보  동북아 동맹국에 국방비 증액 요구,도널드  트럼프  미국 대통령은 지난달 이시바 시게루 일본 총리와의 정상회담에서  일본은  년까지 방위비를 내 첫 임기 때보다  배로 늘릴 것을 약속했다 고 지적했다  지난해 일본의 방위비 예산은  의   ,0,0
84,테슬라 전고점 대비   폭락  어디까지 떨어지나 종합 ,테슬라가 연일 급락하며  트럼프  당선 이후 상승분을 거의 반납한 것은 물론  전고점 대비   이상  캐나다는  트럼프 가 관세 폭탄을 터트리자 테슬라 전기차에   관세를 부과할 것이라고 천명했었다  악재투성이인  ,1,0
85,연준 윌리엄스  트럼프  관세 물가 영향  올 하반기 나타날 듯 ,권지언 특파원   도널드  트럼프  미국 대통령의 관세 정책이 인플레이션을 일정 수준 부추긴다고 존 윌리엄스  한다 면서  트럼프 의 관세 정책 여파가 올 하반기 정도에 나타날 것 같기 때문에 관세로 인한 물가 영향도  ,1,0
86, 미장브리핑    관세 부과에   보복 조치 단행 예고, 사진 이미지투데이   도널드  트럼프  미국 대통령 관세 부과로 인한 경제 우려가 커지면서 주식 폭락   트럼프  대통령은 캐나다와 멕시코에   관세를 부과한다고 발표  중국 상품에   추가 관세 부과   중국과  ,0,0
